workspace_id,floor_id,zone_id,workspace_type,x,y,size,status,has_sensor,device_type
DESK_BLD01_F01_0076,BLD01_F01,BLD01_F01_ZB,DESK,70.31,17.38,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0077,BLD01_F01,BLD01_F01_ZB,DESK,74.86,17.38,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0078,BLD01_F01,BLD01_F01_ZB,DESK,79.42,17.38,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0079,BLD01_F01,BLD01_F01_ZB,DESK,52.08,21.12,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0080,BLD01_F01,BLD01_F01_ZB,DESK,56.64,21.12,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0081,BLD01_F01,BLD01_F01_ZB,DESK,61.19,21.12,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0082,BLD01_F01,BLD01_F01_ZB,DESK,65.75,21.12,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0083,BLD01_F01,BLD01_F01_ZB,DESK,70.31,21.12,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0084,BLD01_F01,BLD01_F01_ZB,DESK,74.86,21.12,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0085,BLD01_F01,BLD01_F01_ZB,DESK,79.42,21.12,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0086,BLD01_F01,BLD01_F01_ZB,DESK,52.08,24.86,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0087,BLD01_F01,BLD01_F01_ZB,DESK,56.64,24.86,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0088,BLD01_F01,BLD01_F01_ZB,DESK,61.19,24.86,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0089,BLD01_F01,BLD01_F01_ZB,DESK,65.75,24.86,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0090,BLD01_F01,BLD01_F01_ZB,DESK,70.31,24.86,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0091,BLD01_F01,BLD01_F01_ZB,DESK,74.86,24.86,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0092,BLD01_F01,BLD01_F01_ZB,DESK,79.42,24.86,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0093,BLD01_F01,BLD01_F01_ZB,DESK,52.08,28.59,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0094,BLD01_F01,BLD01_F01_ZB,DESK,56.64,28.59,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0095,BLD01_F01,BLD01_F01_ZB,DESK,61.19,28.59,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0096,BLD01_F01,BLD01_F01_ZB,DESK,65.75,28.59,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0097,BLD01_F01,BLD01_F01_ZB,DESK,70.31,28.59,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0098,BLD01_F01,BLD01_F01_ZB,DESK,74.86,28.59,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0099,BLD01_F01,BLD01_F01_ZB,DESK,79.42,28.59,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0100,BLD01_F01,BLD01_F01_ZB,DESK,52.08,32.33,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0101,BLD01_F01,BLD01_F01_ZC,DESK,17.58,40.67,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0102,BLD01_F01,BLD01_F01_ZC,DESK,22.14,40.67,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0103,BLD01_F01,BLD01_F01_ZC,DESK,26.69,40.67,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0104,BLD01_F01,BLD01_F01_ZC,DESK,31.25,40.67,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0105,BLD01_F01,BLD01_F01_ZC,DESK,35.81,40.67,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0106,BLD01_F01,BLD01_F01_ZC,DESK,40.36,40.67,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0107,BLD01_F01,BLD01_F01_ZC,DESK,44.92,40.67,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0108,BLD01_F01,BLD01_F01_ZC,DESK,17.58,44.41,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0109,BLD01_F01,BLD01_F01_ZC,DESK,22.14,44.41,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0110,BLD01_F01,BLD01_F01_ZC,DESK,26.69,44.41,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0111,BLD01_F01,BLD01_F01_ZC,DESK,31.25,44.41,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0112,BLD01_F01,BLD01_F01_ZC,DESK,35.81,44.41,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0113,BLD01_F01,BLD01_F01_ZC,DESK,40.36,44.41,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0114,BLD01_F01,BLD01_F01_ZC,DESK,44.92,44.41,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0115,BLD01_F01,BLD01_F01_ZC,DESK,17.58,48.14,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0116,BLD01_F01,BLD01_F01_ZC,DESK,22.14,48.14,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0117,BLD01_F01,BLD01_F01_ZC,DESK,26.69,48.14,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0118,BLD01_F01,BLD01_F01_ZC,DESK,31.25,48.14,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0119,BLD01_F01,BLD01_F01_ZC,DESK,35.81,48.14,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0120,BLD01_F01,BLD01_F01_ZC,DESK,40.36,48.14,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0121,BLD01_F01,BLD01_F01_ZC,DESK,44.92,48.14,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0122,BLD01_F01,BLD01_F01_ZC,DESK,17.58,51.88,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0123,BLD01_F01,BLD01_F01_ZC,DESK,22.14,51.88,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0124,BLD01_F01,BLD01_F01_ZC,DESK,26.69,51.88,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0125,BLD01_F01,BLD01_F01_ZC,DESK,31.25,51.88,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0126,BLD01_F01,BLD01_F01_ZC,DESK,35.81,51.88,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0127,BLD01_F01,BLD01_F01_ZC,DESK,40.36,51.88,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0128,BLD01_F01,BLD01_F01_ZC,DESK,44.92,51.88,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0129,BLD01_F01,BLD01_F01_ZC,DESK,17.58,55.62,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0130,BLD01_F01,BLD01_F01_ZC,DESK,22.14,55.62,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0131,BLD01_F01,BLD01_F01_ZC,DESK,26.69,55.62,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0132,BLD01_F01,BLD01_F01_ZC,DESK,31.25,55.62,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0133,BLD01_F01,BLD01_F01_ZC,DESK,35.81,55.62,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0134,BLD01_F01,BLD01_F01_ZC,DESK,40.36,55.62,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0135,BLD01_F01,BLD01_F01_ZC,DESK,44.92,55.62,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0136,BLD01_F01,BLD01_F01_ZC,DESK,17.58,59.36,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0137,BLD01_F01,BLD01_F01_ZC,DESK,22.14,59.36,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0138,BLD01_F01,BLD01_F01_ZC,DESK,26.69,59.36,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0139,BLD01_F01,BLD01_F01_ZC,DESK,31.25,59.36,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0140,BLD01_F01,BLD01_F01_ZC,DESK,35.81,59.36,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0141,BLD01_F01,BLD01_F01_ZC,DESK,40.36,59.36,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0142,BLD01_F01,BLD01_F01_ZC,DESK,44.92,59.36,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0143,BLD01_F01,BLD01_F01_ZC,DESK,17.58,63.09,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0144,BLD01_F01,BLD01_F01_ZC,DESK,22.14,63.09,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0145,BLD01_F01,BLD01_F01_ZC,DESK,26.69,63.09,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0146,BLD01_F01,BLD01_F01_ZC,DESK,31.25,63.09,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0147,BLD01_F01,BLD01_F01_ZC,DESK,35.81,63.09,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0148,BLD01_F01,BLD01_F01_ZC,DESK,40.36,63.09,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0149,BLD01_F01,BLD01_F01_ZC,DESK,44.92,63.09,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0150,BLD01_F01,BLD01_F01_ZC,DESK,17.58,66.83,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0151,BLD01_F01,BLD01_F01_ZD,DESK,52.08,40.67,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0152,BLD01_F01,BLD01_F01_ZD,DESK,56.64,40.67,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0153,BLD01_F01,BLD01_F01_ZD,DESK,61.19,40.67,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0154,BLD01_F01,BLD01_F01_ZD,DESK,65.75,40.67,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0155,BLD01_F01,BLD01_F01_ZD,DESK,70.31,40.67,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0156,BLD01_F01,BLD01_F01_ZD,DESK,74.86,40.67,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0157,BLD01_F01,BLD01_F01_ZD,DESK,79.42,40.67,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0158,BLD01_F01,BLD01_F01_ZD,DESK,52.08,44.41,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0159,BLD01_F01,BLD01_F01_ZD,DESK,56.64,44.41,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0160,BLD01_F01,BLD01_F01_ZD,DESK,61.19,44.41,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0161,BLD01_F01,BLD01_F01_ZD,DESK,65.75,44.41,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0162,BLD01_F01,BLD01_F01_ZD,DESK,70.31,44.41,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0163,BLD01_F01,BLD01_F01_ZD,DESK,74.86,44.41,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0164,BLD01_F01,BLD01_F01_ZD,DESK,79.42,44.41,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0165,BLD01_F01,BLD01_F01_ZD,DESK,52.08,48.14,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0166,BLD01_F01,BLD01_F01_ZD,DESK,56.64,48.14,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0167,BLD01_F01,BLD01_F01_ZD,DESK,61.19,48.14,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0168,BLD01_F01,BLD01_F01_ZD,DESK,65.75,48.14,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0169,BLD01_F01,BLD01_F01_ZD,DESK,70.31,48.14,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0170,BLD01_F01,BLD01_F01_ZD,DESK,74.86,48.14,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0171,BLD01_F01,BLD01_F01_ZD,DESK,79.42,48.14,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0172,BLD01_F01,BLD01_F01_ZD,DESK,52.08,51.88,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0173,BLD01_F01,BLD01_F01_ZD,DESK,56.64,51.88,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0174,BLD01_F01,BLD01_F01_ZD,DESK,61.19,51.88,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0175,BLD01_F01,BLD01_F01_ZD,DESK,65.75,51.88,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0176,BLD01_F01,BLD01_F01_ZD,DESK,70.31,51.88,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0177,BLD01_F01,BLD01_F01_ZD,DESK,74.86,51.88,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0178,BLD01_F01,BLD01_F01_ZD,DESK,79.42,51.88,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0179,BLD01_F01,BLD01_F01_ZD,DESK,52.08,55.62,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0180,BLD01_F01,BLD01_F01_ZD,DESK,56.64,55.62,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0181,BLD01_F01,BLD01_F01_ZD,DESK,61.19,55.62,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0182,BLD01_F01,BLD01_F01_ZD,DESK,65.75,55.62,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0183,BLD01_F01,BLD01_F01_ZD,DESK,70.31,55.62,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0184,BLD01_F01,BLD01_F01_ZD,DESK,74.86,55.62,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0185,BLD01_F01,BLD01_F01_ZD,DESK,79.42,55.62,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0186,BLD01_F01,BLD01_F01_ZD,DESK,52.08,59.36,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0187,BLD01_F01,BLD01_F01_ZD,DESK,56.64,59.36,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0188,BLD01_F01,BLD01_F01_ZD,DESK,61.19,59.36,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0189,BLD01_F01,BLD01_F01_ZD,DESK,65.75,59.36,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0190,BLD01_F01,BLD01_F01_ZD,DESK,70.31,59.36,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0191,BLD01_F01,BLD01_F01_ZD,DESK,74.86,59.36,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0192,BLD01_F01,BLD01_F01_ZD,DESK,79.42,59.36,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0193,BLD01_F01,BLD01_F01_ZD,DESK,52.08,63.09,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0194,BLD01_F01,BLD01_F01_ZD,DESK,56.64,63.09,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0195,BLD01_F01,BLD01_F01_ZD,DESK,61.19,63.09,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0196,BLD01_F01,BLD01_F01_ZD,DESK,65.75,63.09,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0197,BLD01_F01,BLD01_F01_ZD,DESK,70.31,63.09,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0198,BLD01_F01,BLD01_F01_ZD,DESK,74.86,63.09,2.62,ACTIVE,True,DOCKING_STATION
