employee_id,iso_weekday,planned_mode
EMP000022,5,OFFICE
EMP000022,6,REMOTE
EMP000022,7,REMOTE
EMP000023,1,FLEX
EMP000023,2,OFFICE
EMP000023,3,OFFICE
EMP000023,4,OFFICE
EMP000023,5,REMOTE
EMP000023,6,REMOTE
EMP000023,7,REMOTE
EMP000024,1,REMOTE
EMP000024,2,OFFICE
EMP000024,3,OFFICE
EMP000024,4,OFFICE
EMP000024,5,REMOTE
EMP000024,6,REMOTE
EMP000024,7,REMOTE
EMP000025,1,REMOTE
EMP000025,2,REMOTE
EMP000025,3,REMOTE
EMP000025,4,REMOTE
EMP000025,5,REMOTE
EMP000025,6,REMOTE
EMP000025,7,REMOTE
EMP000026,1,REMOTE
EMP000026,2,REMOTE
EMP000026,3,REMOTE
EMP000026,4,REMOTE
EMP000026,5,REMOTE
EMP000026,6,REMOTE
EMP000026,7,REMOTE
EMP000027,1,FLEX
EMP000027,2,OFFICE
EMP000027,3,OFFICE
EMP000027,4,OFFICE
EMP000027,5,REMOTE
EMP000027,6,REMOTE
EMP000027,7,REMOTE
EMP000028,1,REMOTE
EMP000028,2,OFFICE
EMP000028,3,OFFICE
EMP000028,4,OFFICE
EMP000028,5,REMOTE
EMP000028,6,REMOTE
EMP000028,7,REMOTE
EMP000029,1,REMOTE
EMP000029,2,OFFICE
EMP000029,3,OFFICE
EMP000029,4,OFFICE
EMP000029,5,FLEX
EMP000029,6,REMOTE
EMP000029,7,REMOTE
EMP000030,1,REMOTE
EMP000030,2,OFFICE
EMP000030,3,OFFICE
EMP000030,4,OFFICE
EMP000030,5,REMOTE
EMP000030,6,REMOTE
EMP000030,7,REMOTE
EMP000031,1,REMOTE
EMP000031,2,OFFICE
EMP000031,3,OFFICE
EMP000031,4,OFFICE
EMP000031,5,REMOTE
EMP000031,6,REMOTE
EMP000031,7,REMOTE
EMP000032,1,FLEX
EMP000032,2,OFFICE
EMP000032,3,OFFICE
EMP000032,4,OFFICE
EMP000032,5,REMOTE
EMP000032,6,REMOTE
EMP000032,7,REMOTE
EMP000033,1,OFFICE
EMP000033,2,OFFICE
EMP000033,3,OFFICE
EMP000033,4,OFFICE
EMP000033,5,OFFICE
EMP000033,6,REMOTE
EMP000033,7,REMOTE
EMP000034,1,OFFICE
EMP000034,2,OFFICE
EMP000034,3,OFFICE
EMP000034,4,OFFICE
EMP000034,5,OFFICE
EMP000034,6,REMOTE
EMP000034,7,REMOTE
EMP000035,1,REMOTE
EMP000035,2,OFFICE
EMP000035,3,OFFICE
EMP000035,4,OFFICE
EMP000035,5,REMOTE
EMP000035,6,REMOTE
EMP000035,7,REMOTE
EMP000036,1,OFFICE
EMP000036,2,OFFICE
EMP000036,3,OFFICE
EMP000036,4,OFFICE
EMP000036,5,OFFICE
EMP000036,6,REMOTE
EMP000036,7,REMOTE
EMP000037,1,REMOTE
EMP000037,2,OFFICE
EMP000037,3,OFFICE
EMP000037,4,OFFICE
EMP000037,5,REMOTE
EMP000037,6,REMOTE
EMP000037,7,REMOTE
EMP000038,1,OFFICE
EMP000038,2,OFFICE
EMP000038,3,OFFICE
EMP000038,4,OFFICE
EMP000038,5,OFFICE
EMP000038,6,REMOTE
EMP000038,7,REMOTE
EMP000039,1,REMOTE
EMP000039,2,OFFICE
EMP000039,3,OFFICE
EMP000039,4,OFFICE
EMP000039,5,REMOTE
EMP000039,6,REMOTE
EMP000039,7,REMOTE
EMP000040,1,OFFICE
EMP000040,2,OFFICE
EMP000040,3,OFFICE
EMP000040,4,OFFICE
EMP000040,5,OFFICE
EMP000040,6,REMOTE
EMP000040,7,REMOTE
EMP000041,1,OFFICE
EMP000041,2,OFFICE
EMP000041,3,OFFICE
EMP000041,4,OFFICE
EMP000041,5,OFFICE
EMP000041,6,REMOTE
EMP000041,7,REMOTE
EMP000042,1,FLEX
EMP000042,2,OFFICE
EMP000042,3,OFFICE
EMP000042,4,OFFICE
EMP000042,5,REMOTE
EMP000042,6,REMOTE
EMP000042,7,REMOTE
EMP000043,1,OFFICE
EMP000043,2,OFFICE
EMP000043,3,OFFICE
EMP000043,4,OFFICE
EMP000043,5,OFFICE
EMP000043,6,REMOTE
EMP000043,7,REMOTE
EMP000044,1,REMOTE
EMP000044,2,OFFICE
EMP000044,3,OFFICE
EMP000044,4,OFFICE
EMP000044,5,REMOTE
EMP000044,6,REMOTE
EMP000044,7,REMOTE
EMP000045,1,FLEX
EMP000045,2,OFFICE
EMP000045,3,OFFICE
EMP000045,4,OFFICE
EMP000045,5,REMOTE
EMP000045,6,REMOTE
EMP000045,7,REMOTE
EMP000046,1,REMOTE
EMP000046,2,OFFICE
EMP000046,3,OFFICE
EMP000046,4,OFFICE
EMP000046,5,REMOTE
EMP000046,6,REMOTE
EMP000046,7,REMOTE
EMP000047,1,OFFICE
EMP000047,2,OFFICE
EMP000047,3,OFFICE
EMP000047,4,OFFICE
EMP000047,5,OFFICE
EMP000047,6,REMOTE
EMP000047,7,REMOTE
EMP000048,1,OFFICE
EMP000048,2,OFFICE
EMP000048,3,OFFICE
EMP000048,4,OFFICE
EMP000048,5,OFFICE
EMP000048,6,REMOTE
EMP000048,7,REMOTE
EMP000049,1,REMOTE
EMP000049,2,OFFICE
EMP000049,3,OFFICE
EMP000049,4,OFFICE
EMP000049,5,REMOTE
EMP000049,6,REMOTE
EMP000049,7,REMOTE
EMP000050,1,REMOTE
EMP000050,2,OFFICE
EMP000050,3,OFFICE
EMP000050,4,OFFICE
EMP000050,5,REMOTE
EMP000050,6,REMOTE
EMP000050,7,REMOTE
EMP000051,1,REMOTE
EMP000051,2,OFFICE
EMP000051,3,OFFICE
EMP000051,4,OFFICE
EMP000051,5,REMOTE
EMP000051,6,REMOTE
EMP000051,7,REMOTE
EMP000052,1,REMOTE
EMP000052,2,REMOTE
EMP000052,3,REMOTE
EMP000052,4,REMOTE
EMP000052,5,REMOTE
EMP000052,6,REMOTE
EMP000052,7,REMOTE
EMP000053,1,REMOTE
EMP000053,2,OFFICE
EMP000053,3,OFFICE
EMP000053,4,OFFICE
EMP000053,5,REMOTE
EMP000053,6,REMOTE
EMP000053,7,REMOTE
EMP000054,1,REMOTE
EMP000054,2,OFFICE
EMP000054,3,OFFICE
EMP000054,4,OFFICE
EMP000054,5,FLEX
EMP000054,6,REMOTE
EMP000054,7,REMOTE
EMP000055,1,OFFICE
EMP000055,2,OFFICE
EMP000055,3,OFFICE
EMP000055,4,OFFICE
EMP000055,5,OFFICE
EMP000055,6,REMOTE
EMP000055,7,REMOTE
EMP000056,1,REMOTE
EMP000056,2,OFFICE
EMP000056,3,OFFICE
EMP000056,4,OFFICE
EMP000056,5,REMOTE
EMP000056,6,REMOTE
EMP000056,7,REMOTE
EMP000057,1,REMOTE
EMP000057,2,OFFICE
EMP000057,3,OFFICE
EMP000057,4,OFFICE
EMP000057,5,REMOTE
EMP000057,6,REMOTE
EMP000057,7,REMOTE
EMP000058,1,FLEX
EMP000058,2,OFFICE
EMP000058,3,OFFICE
EMP000058,4,OFFICE
EMP000058,5,REMOTE
EMP000058,6,REMOTE
EMP000058,7,REMOTE
EMP000059,1,REMOTE
EMP000059,2,OFFICE
EMP000059,3,OFFICE
EMP000059,4,OFFICE
EMP000059,5,REMOTE
EMP000059,6,REMOTE
EMP000059,7,REMOTE
EMP000060,1,REMOTE
EMP000060,2,OFFICE
EMP000060,3,OFFICE
EMP000060,4,OFFICE
EMP000060,5,REMOTE
EMP000060,6,REMOTE
EMP000060,7,REMOTE
EMP000061,1,FLEX
EMP000061,2,OFFICE
EMP000061,3,OFFICE
EMP000061,4,OFFICE
EMP000061,5,REMOTE
EMP000061,6,REMOTE
EMP000061,7,REMOTE
EMP000062,1,REMOTE
EMP000062,2,OFFICE
EMP000062,3,OFFICE
EMP000062,4,OFFICE
EMP000062,5,REMOTE
EMP000062,6,REMOTE
EMP000062,7,REMOTE
EMP000063,1,REMOTE
EMP000063,2,OFFICE
EMP000063,3,OFFICE
EMP000063,4,OFFICE
EMP000063,5,FLEX
EMP000063,6,REMOTE
EMP000063,7,REMOTE
EMP000064,1,REMOTE
EMP000064,2,OFFICE
EMP000064,3,OFFICE
EMP000064,4,OFFICE
EMP000064,5,REMOTE
EMP000064,6,REMOTE
EMP000064,7,REMOTE
EMP000065,1,REMOTE
EMP000065,2,OFFICE
EMP000065,3,OFFICE
EMP000065,4,OFFICE
EMP000065,5,REMOTE
EMP000065,6,REMOTE
EMP000065,7,REMOTE
EMP000066,1,REMOTE
EMP000066,2,REMOTE
EMP000066,3,REMOTE
EMP000066,4,REMOTE
EMP000066,5,REMOTE
EMP000066,6,REMOTE
EMP000066,7,REMOTE
EMP000067,1,OFFICE
EMP000067,2,OFFICE
EMP000067,3,OFFICE
EMP000067,4,OFFICE
EMP000067,5,OFFICE
EMP000067,6,REMOTE
EMP000067,7,REMOTE
EMP000068,1,REMOTE
EMP000068,2,OFFICE
EMP000068,3,OFFICE
EMP000068,4,OFFICE
EMP000068,5,REMOTE
EMP000068,6,REMOTE
EMP000068,7,REMOTE
EMP000069,1,REMOTE
EMP000069,2,OFFICE
EMP000069,3,OFFICE
EMP000069,4,OFFICE
EMP000069,5,REMOTE
EMP000069,6,REMOTE
EMP000069,7,REMOTE
EMP000070,1,REMOTE
EMP000070,2,REMOTE
EMP000070,3,REMOTE
EMP000070,4,REMOTE
EMP000070,5,REMOTE
EMP000070,6,REMOTE
EMP000070,7,REMOTE
EMP000071,1,REMOTE
EMP000071,2,OFFICE
EMP000071,3,OFFICE
EMP000071,4,OFFICE
EMP000071,5,REMOTE
EMP000071,6,REMOTE
EMP000071,7,REMOTE
EMP000072,1,REMOTE
EMP000072,2,OFFICE
EMP000072,3,OFFICE
EMP000072,4,OFFICE
EMP000072,5,REMOTE
EMP000072,6,REMOTE
EMP000072,7,REMOTE
EMP000073,1,REMOTE
EMP000073,2,OFFICE
EMP000073,3,OFFICE
EMP000073,4,OFFICE
EMP000073,5,REMOTE
EMP000073,6,REMOTE
EMP000073,7,REMOTE
EMP000074,1,REMOTE
EMP000074,2,OFFICE
EMP000074,3,OFFICE
EMP000074,4,OFFICE
EMP000074,5,REMOTE
EMP000074,6,REMOTE
EMP000074,7,REMOTE
EMP000075,1,REMOTE
EMP000075,2,OFFICE
EMP000075,3,OFFICE
EMP000075,4,OFFICE
EMP000075,5,REMOTE
EMP000075,6,REMOTE
EMP000075,7,REMOTE
EMP000076,1,FLEX
EMP000076,2,OFFICE
EMP000076,3,OFFICE
EMP000076,4,OFFICE
EMP000076,5,REMOTE
EMP000076,6,REMOTE
EMP000076,7,REMOTE
EMP000077,1,REMOTE
EMP000077,2,OFFICE
EMP000077,3,OFFICE
EMP000077,4,OFFICE
EMP000077,5,REMOTE
EMP000077,6,REMOTE
EMP000077,7,REMOTE
EMP000078,1,OFFICE
EMP000078,2,OFFICE
EMP000078,3,OFFICE
EMP000078,4,OFFICE
EMP000078,5,OFFICE
EMP000078,6,REMOTE
EMP000078,7,REMOTE
EMP000079,1,FLEX
EMP000079,2,OFFICE
EMP000079,3,OFFICE
EMP000079,4,OFFICE
EMP000079,5,REMOTE
EMP000079,6,REMOTE
EMP000079,7,REMOTE
EMP000080,1,REMOTE
EMP000080,2,OFFICE
EMP000080,3,OFFICE
EMP000080,4,OFFICE
EMP000080,5,REMOTE
EMP000080,6,REMOTE
EMP000080,7,REMOTE
EMP000081,1,REMOTE
EMP000081,2,OFFICE
EMP000081,3,OFFICE
EMP000081,4,OFFICE
EMP000081,5,REMOTE
EMP000081,6,REMOTE
EMP000081,7,REMOTE
EMP000082,1,REMOTE
EMP000082,2,REMOTE
EMP000082,3,REMOTE
EMP000082,4,REMOTE
EMP000082,5,REMOTE
EMP000082,6,REMOTE
EMP000082,7,REMOTE
EMP000083,1,OFFICE
EMP000083,2,OFFICE
EMP000083,3,OFFICE
EMP000083,4,OFFICE
EMP000083,5,OFFICE
EMP000083,6,REMOTE
EMP000083,7,REMOTE
EMP000084,1,OFFICE
EMP000084,2,OFFICE
EMP000084,3,OFFICE
EMP000084,4,OFFICE
EMP000084,5,OFFICE
EMP000084,6,REMOTE
EMP000084,7,REMOTE
EMP000085,1,REMOTE
EMP000085,2,OFFICE
EMP000085,3,OFFICE
EMP000085,4,OFFICE
EMP000085,5,REMOTE
EMP000085,6,REMOTE
EMP000085,7,REMOTE
EMP000086,1,REMOTE
EMP000086,2,OFFICE
EMP000086,3,OFFICE
EMP000086,4,OFFICE
EMP000086,5,FLEX
EMP000086,6,REMOTE
EMP000086,7,REMOTE
EMP000087,1,REMOTE
EMP000087,2,OFFICE
EMP000087,3,OFFICE
EMP000087,4,OFFICE
EMP000087,5,REMOTE
EMP000087,6,REMOTE
EMP000087,7,REMOTE
EMP000088,1,REMOTE
EMP000088,2,REMOTE
EMP000088,3,REMOTE
EMP000088,4,REMOTE
EMP000088,5,REMOTE
EMP000088,6,REMOTE
EMP000088,7,REMOTE
EMP000089,1,OFFICE
EMP000089,2,OFFICE
EMP000089,3,OFFICE
EMP000089,4,OFFICE
EMP000089,5,OFFICE
EMP000089,6,REMOTE
EMP000089,7,REMOTE
EMP000090,1,REMOTE
EMP000090,2,OFFICE
EMP000090,3,OFFICE
EMP000090,4,OFFICE
EMP000090,5,FLEX
EMP000090,6,REMOTE
EMP000090,7,REMOTE
EMP000091,1,OFFICE
EMP000091,2,OFFICE
EMP000091,3,OFFICE
EMP000091,4,OFFICE
EMP000091,5,OFFICE
EMP000091,6,REMOTE
EMP000091,7,REMOTE
EMP000092,1,REMOTE
EMP000092,2,OFFICE
EMP000092,3,OFFICE
EMP000092,4,OFFICE
EMP000092,5,FLEX
EMP000092,6,REMOTE
EMP000092,7,REMOTE
EMP000093,1,REMOTE
EMP000093,2,OFFICE
EMP000093,3,OFFICE
EMP000093,4,OFFICE
EMP000093,5,REMOTE
EMP000093,6,REMOTE
EMP000093,7,REMOTE
EMP000094,1,REMOTE
EMP000094,2,OFFICE
EMP000094,3,OFFICE
EMP000094,4,OFFICE
EMP000094,5,REMOTE
EMP000094,6,REMOTE
EMP000094,7,REMOTE
EMP000095,1,REMOTE
EMP000095,2,OFFICE
EMP000095,3,OFFICE
EMP000095,4,OFFICE
EMP000095,5,FLEX
EMP000095,6,REMOTE
EMP000095,7,REMOTE
EMP000096,1,REMOTE
EMP000096,2,OFFICE
EMP000096,3,OFFICE
EMP000096,4,OFFICE
EMP000096,5,REMOTE
EMP000096,6,REMOTE
EMP000096,7,REMOTE
EMP000097,1,REMOTE
EMP000097,2,OFFICE
EMP000097,3,OFFICE
EMP000097,4,OFFICE
EMP000097,5,REMOTE
EMP000097,6,REMOTE
EMP000097,7,REMOTE
EMP000098,1,REMOTE
EMP000098,2,OFFICE
EMP000098,3,OFFICE
EMP000098,4,OFFICE
EMP000098,5,REMOTE
EMP000098,6,REMOTE
EMP000098,7,REMOTE
EMP000099,1,REMOTE
EMP000099,2,REMOTE
EMP000099,3,REMOTE
EMP000099,4,REMOTE
EMP000099,5,REMOTE
EMP000099,6,REMOTE
EMP000099,7,REMOTE
EMP000100,1,REMOTE
EMP000100,2,OFFICE
EMP000100,3,OFFICE
EMP000100,4,OFFICE
EMP000100,5,REMOTE
EMP000100,6,REMOTE
EMP000100,7,REMOTE
EMP000101,1,REMOTE
EMP000101,2,OFFICE
EMP000101,3,OFFICE
EMP000101,4,OFFICE
EMP000101,5,FLEX
EMP000101,6,REMOTE
EMP000101,7,REMOTE
EMP000102,1,REMOTE
EMP000102,2,OFFICE
EMP000102,3,OFFICE
EMP000102,4,OFFICE
EMP000102,5,REMOTE
EMP000102,6,REMOTE
EMP000102,7,REMOTE
EMP000103,1,REMOTE
EMP000103,2,OFFICE
EMP000103,3,OFFICE
EMP000103,4,OFFICE
EMP000103,5,REMOTE
EMP000103,6,REMOTE
EMP000103,7,REMOTE
EMP000104,1,OFFICE
EMP000104,2,OFFICE
EMP000104,3,OFFICE
EMP000104,4,OFFICE
EMP000104,5,OFFICE
EMP000104,6,REMOTE
EMP000104,7,REMOTE
EMP000105,1,OFFICE
EMP000105,2,OFFICE
EMP000105,3,OFFICE
EMP000105,4,OFFICE
EMP000105,5,OFFICE
EMP000105,6,REMOTE
EMP000105,7,REMOTE
EMP000106,1,OFFICE
EMP000106,2,OFFICE
EMP000106,3,OFFICE
EMP000106,4,OFFICE
EMP000106,5,OFFICE
EMP000106,6,REMOTE
EMP000106,7,REMOTE
EMP000107,1,REMOTE
EMP000107,2,OFFICE
EMP000107,3,OFFICE
EMP000107,4,OFFICE
EMP000107,5,REMOTE
EMP000107,6,REMOTE
EMP000107,7,REMOTE
EMP000108,1,REMOTE
EMP000108,2,OFFICE
EMP000108,3,OFFICE
EMP000108,4,OFFICE
EMP000108,5,REMOTE
EMP000108,6,REMOTE
EMP000108,7,REMOTE
EMP000109,1,REMOTE
EMP000109,2,OFFICE
EMP000109,3,OFFICE
EMP000109,4,OFFICE
EMP000109,5,REMOTE
EMP000109,6,REMOTE
EMP000109,7,REMOTE
EMP000110,1,REMOTE
EMP000110,2,REMOTE
EMP000110,3,REMOTE
EMP000110,4,REMOTE
EMP000110,5,REMOTE
EMP000110,6,REMOTE
EMP000110,7,REMOTE
EMP000111,1,OFFICE
EMP000111,2,OFFICE
EMP000111,3,OFFICE
EMP000111,4,OFFICE
EMP000111,5,OFFICE
EMP000111,6,REMOTE
EMP000111,7,REMOTE
EMP000112,1,REMOTE
EMP000112,2,OFFICE
EMP000112,3,OFFICE
EMP000112,4,OFFICE
EMP000112,5,FLEX
EMP000112,6,REMOTE
EMP000112,7,REMOTE
EMP000113,1,FLEX
EMP000113,2,OFFICE
EMP000113,3,OFFICE
EMP000113,4,OFFICE
EMP000113,5,REMOTE
EMP000113,6,REMOTE
EMP000113,7,REMOTE
EMP000114,1,REMOTE
EMP000114,2,OFFICE
EMP000114,3,OFFICE
EMP000114,4,OFFICE
EMP000114,5,FLEX
EMP000114,6,REMOTE
EMP000114,7,REMOTE
EMP000115,1,REMOTE
EMP000115,2,OFFICE
EMP000115,3,OFFICE
EMP000115,4,OFFICE
EMP000115,5,REMOTE
EMP000115,6,REMOTE
EMP000115,7,REMOTE
EMP000116,1,REMOTE
EMP000116,2,REMOTE
EMP000116,3,REMOTE
EMP000116,4,REMOTE
EMP000116,5,REMOTE
EMP000116,6,REMOTE
EMP000116,7,REMOTE
EMP000117,1,REMOTE
EMP000117,2,REMOTE
EMP000117,3,REMOTE
EMP000117,4,REMOTE
EMP000117,5,REMOTE
EMP000117,6,REMOTE
EMP000117,7,REMOTE
EMP000118,1,REMOTE
EMP000118,2,OFFICE
EMP000118,3,OFFICE
EMP000118,4,OFFICE
EMP000118,5,REMOTE
EMP000118,6,REMOTE
EMP000118,7,REMOTE
EMP000119,1,OFFICE
EMP000119,2,OFFICE
EMP000119,3,OFFICE
EMP000119,4,OFFICE
EMP000119,5,OFFICE
EMP000119,6,REMOTE
EMP000119,7,REMOTE
EMP000120,1,OFFICE
EMP000120,2,OFFICE
EMP000120,3,OFFICE
EMP000120,4,OFFICE
EMP000120,5,OFFICE
EMP000120,6,REMOTE
EMP000120,7,REMOTE
EMP000121,1,OFFICE
EMP000121,2,OFFICE
EMP000121,3,OFFICE
EMP000121,4,OFFICE
EMP000121,5,OFFICE
EMP000121,6,REMOTE
EMP000121,7,REMOTE
EMP000122,1,REMOTE
EMP000122,2,REMOTE
EMP000122,3,REMOTE
EMP000122,4,REMOTE
EMP000122,5,REMOTE
EMP000122,6,REMOTE
EMP000122,7,REMOTE
EMP000123,1,REMOTE
EMP000123,2,OFFICE
EMP000123,3,OFFICE
EMP000123,4,OFFICE
EMP000123,5,REMOTE
EMP000123,6,REMOTE
EMP000123,7,REMOTE
EMP000124,1,REMOTE
EMP000124,2,REMOTE
EMP000124,3,REMOTE
EMP000124,4,REMOTE
EMP000124,5,REMOTE
EMP000124,6,REMOTE
EMP000124,7,REMOTE
EMP000125,1,OFFICE
EMP000125,2,OFFICE
EMP000125,3,OFFICE
EMP000125,4,OFFICE
EMP000125,5,OFFICE
EMP000125,6,REMOTE
EMP000125,7,REMOTE
EMP000126,1,FLEX
EMP000126,2,OFFICE
EMP000126,3,OFFICE
EMP000126,4,OFFICE
EMP000126,5,REMOTE
EMP000126,6,REMOTE
EMP000126,7,REMOTE
EMP000127,1,REMOTE
EMP000127,2,REMOTE
EMP000127,3,REMOTE
EMP000127,4,REMOTE
EMP000127,5,REMOTE
EMP000127,6,REMOTE
EMP000127,7,REMOTE
EMP000128,1,REMOTE
EMP000128,2,OFFICE
EMP000128,3,OFFICE
EMP000128,4,OFFICE
EMP000128,5,REMOTE
EMP000128,6,REMOTE
EMP000128,7,REMOTE
EMP000129,1,FLEX
EMP000129,2,OFFICE
EMP000129,3,OFFICE
EMP000129,4,OFFICE
EMP000129,5,REMOTE
EMP000129,6,REMOTE
EMP000129,7,REMOTE
EMP000130,1,OFFICE
EMP000130,2,OFFICE
EMP000130,3,OFFICE
EMP000130,4,OFFICE
EMP000130,5,OFFICE
EMP000130,6,REMOTE
EMP000130,7,REMOTE
EMP000131,1,FLEX
EMP000131,2,OFFICE
EMP000131,3,OFFICE
EMP000131,4,OFFICE
EMP000131,5,REMOTE
EMP000131,6,REMOTE
EMP000131,7,REMOTE
EMP000132,1,REMOTE
EMP000132,2,OFFICE
EMP000132,3,OFFICE
EMP000132,4,OFFICE
EMP000132,5,REMOTE
EMP000132,6,REMOTE
EMP000132,7,REMOTE
EMP000133,1,REMOTE
EMP000133,2,OFFICE
EMP000133,3,OFFICE
EMP000133,4,OFFICE
EMP000133,5,FLEX
EMP000133,6,REMOTE
EMP000133,7,REMOTE
EMP000134,1,REMOTE
EMP000134,2,OFFICE
EMP000134,3,OFFICE
EMP000134,4,OFFICE
EMP000134,5,REMOTE
EMP000134,6,REMOTE
EMP000134,7,REMOTE
EMP000135,1,REMOTE
EMP000135,2,REMOTE
EMP000135,3,REMOTE
EMP000135,4,REMOTE
EMP000135,5,REMOTE
EMP000135,6,REMOTE
EMP000135,7,REMOTE
EMP000136,1,REMOTE
EMP000136,2,OFFICE
EMP000136,3,OFFICE
EMP000136,4,OFFICE
EMP000136,5,REMOTE
EMP000136,6,REMOTE
EMP000136,7,REMOTE
EMP000137,1,REMOTE
EMP000137,2,REMOTE
EMP000137,3,REMOTE
EMP000137,4,REMOTE
EMP000137,5,REMOTE
EMP000137,6,REMOTE
EMP000137,7,REMOTE
EMP000138,1,REMOTE
EMP000138,2,OFFICE
EMP000138,3,OFFICE
EMP000138,4,OFFICE
EMP000138,5,REMOTE
EMP000138,6,REMOTE
EMP000138,7,REMOTE
EMP000139,1,REMOTE
EMP000139,2,REMOTE
EMP000139,3,REMOTE
EMP000139,4,REMOTE
EMP000139,5,REMOTE
EMP000139,6,REMOTE
EMP000139,7,REMOTE
EMP000140,1,FLEX
EMP000140,2,OFFICE
EMP000140,3,OFFICE
EMP000140,4,OFFICE
EMP000140,5,REMOTE
EMP000140,6,REMOTE
EMP000140,7,REMOTE
EMP000141,1,REMOTE
EMP000141,2,REMOTE
EMP000141,3,REMOTE
EMP000141,4,REMOTE
EMP000141,5,REMOTE
EMP000141,6,REMOTE
EMP000141,7,REMOTE
EMP000142,1,REMOTE
EMP000142,2,OFFICE
EMP000142,3,OFFICE
EMP000142,4,OFFICE
EMP000142,5,REMOTE
EMP000142,6,REMOTE
EMP000142,7,REMOTE
EMP000143,1,FLEX
EMP000143,2,OFFICE
EMP000143,3,OFFICE
EMP000143,4,OFFICE
EMP000143,5,REMOTE
