sensor_id,sensor_type,target_type,target_id,floor_id,zone_id,metrics
SEN_DSK_000062,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0062,BLD01_F01,BLD01_F01_ZB,
SEN_DSK_000063,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0063,BLD01_F01,BLD01_F01_ZB,
SEN_DSK_000064,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0064,BLD01_F01,BLD01_F01_ZB,
SEN_DSK_000065,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0065,BLD01_F01,BLD01_F01_ZB,
SEN_DSK_000066,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0066,BLD01_F01,BLD01_F01_ZB,
SEN_DSK_000067,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0067,BLD01_F01,BLD01_F01_ZB,
SEN_DSK_000068,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0068,BLD01_F01,BLD01_F01_ZB,
SEN_DSK_000069,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0069,BLD01_F01,BLD01_F01_ZB,
SEN_DSK_000070,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0070,BLD01_F01,BLD01_F01_ZB,
SEN_DSK_000071,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0071,BLD01_F01,BLD01_F01_ZB,
SEN_DSK_000072,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0072,BLD01_F01,BLD01_F01_ZB,
SEN_DSK_000073,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0073,BLD01_F01,BLD01_F01_ZB,
SEN_DSK_000074,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0074,BLD01_F01,BLD01_F01_ZB,
SEN_DSK_000075,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0075,BLD01_F01,BLD01_F01_ZB,
SEN_DSK_000076,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0076,BLD01_F01,BLD01_F01_ZB,
SEN_DSK_000077,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0077,BLD01_F01,BLD01_F01_ZB,
SEN_DSK_000078,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0078,BLD01_F01,BLD01_F01_ZB,
SEN_DSK_000079,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0079,BLD01_F01,BLD01_F01_ZB,
SEN_DSK_000080,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0080,BLD01_F01,BLD01_F01_ZB,
SEN_DSK_000081,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0081,BLD01_F01,BLD01_F01_ZB,
SEN_DSK_000082,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0082,BLD01_F01,BLD01_F01_ZB,
SEN_DSK_000083,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0083,BLD01_F01,BLD01_F01_ZB,
SEN_DSK_000084,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0084,BLD01_F01,BLD01_F01_ZB,
SEN_DSK_000085,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0085,BLD01_F01,BLD01_F01_ZB,
SEN_DSK_000086,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0086,BLD01_F01,BLD01_F01_ZB,
SEN_DSK_000087,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0087,BLD01_F01,BLD01_F01_ZB,
SEN_DSK_000088,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0088,BLD01_F01,BLD01_F01_ZB,
SEN_DSK_000089,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0089,BLD01_F01,BLD01_F01_ZB,
SEN_DSK_000090,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0090,BLD01_F01,BLD01_F01_ZB,
SEN_DSK_000091,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0091,BLD01_F01,BLD01_F01_ZB,
SEN_DSK_000092,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0092,BLD01_F01,BLD01_F01_ZB,
SEN_DSK_000093,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0093,BLD01_F01,BLD01_F01_ZB,
SEN_DSK_000094,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0094,BLD01_F01,BLD01_F01_ZB,
SEN_DSK_000095,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0095,BLD01_F01,BLD01_F01_ZB,
SEN_DSK_000096,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0096,BLD01_F01,BLD01_F01_ZB,
SEN_DSK_000097,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0097,BLD01_F01,BLD01_F01_ZB,
SEN_DSK_000098,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0098,BLD01_F01,BLD01_F01_ZB,
SEN_DSK_000099,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0099,BLD01_F01,BLD01_F01_ZB,
SEN_DSK_000100,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0100,BLD01_F01,BLD01_F01_ZB,
SEN_DSK_000101,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0101,BLD01_F01,BLD01_F01_ZC,
SEN_DSK_000102,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0102,BLD01_F01,BLD01_F01_ZC,
SEN_DSK_000103,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0103,BLD01_F01,BLD01_F01_ZC,
SEN_DSK_000104,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0104,BLD01_F01,BLD01_F01_ZC,
SEN_DSK_000105,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0105,BLD01_F01,BLD01_F01_ZC,
SEN_DSK_000106,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0106,BLD01_F01,BLD01_F01_ZC,
SEN_DSK_000107,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0107,BLD01_F01,BLD01_F01_ZC,
SEN_DSK_000108,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0108,BLD01_F01,BLD01_F01_ZC,
SEN_DSK_000109,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0109,BLD01_F01,BLD01_F01_ZC,
SEN_DSK_000110,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0110,BLD01_F01,BLD01_F01_ZC,
SEN_DSK_000111,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0111,BLD01_F01,BLD01_F01_ZC,
SEN_DSK_000112,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0112,BLD01_F01,BLD01_F01_ZC,
SEN_DSK_000113,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0113,BLD01_F01,BLD01_F01_ZC,
SEN_DSK_000114,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0114,BLD01_F01,BLD01_F01_ZC,
SEN_DSK_000115,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0115,BLD01_F01,BLD01_F01_ZC,
SEN_DSK_000116,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0116,BLD01_F01,BLD01_F01_ZC,
SEN_DSK_000117,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0117,BLD01_F01,BLD01_F01_ZC,
SEN_DSK_000118,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0118,BLD01_F01,BLD01_F01_ZC,
SEN_DSK_000119,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0119,BLD01_F01,BLD01_F01_ZC,
SEN_DSK_000120,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0120,BLD01_F01,BLD01_F01_ZC,
SEN_DSK_000121,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0121,BLD01_F01,BLD01_F01_ZC,
SEN_DSK_000122,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0122,BLD01_F01,BLD01_F01_ZC,
SEN_DSK_000123,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0123,BLD01_F01,BLD01_F01_ZC,
SEN_DSK_000124,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0124,BLD01_F01,BLD01_F01_ZC,
SEN_DSK_000125,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0125,BLD01_F01,BLD01_F01_ZC,
SEN_DSK_000126,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0126,BLD01_F01,BLD01_F01_ZC,
SEN_DSK_000127,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0127,BLD01_F01,BLD01_F01_ZC,
SEN_DSK_000128,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0128,BLD01_F01,BLD01_F01_ZC,
SEN_DSK_000129,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0129,BLD01_F01,BLD01_F01_ZC,
SEN_DSK_000130,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0130,BLD01_F01,BLD01_F01_ZC,
SEN_DSK_000131,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0131,BLD01_F01,BLD01_F01_ZC,
SEN_DSK_000132,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0132,BLD01_F01,BLD01_F01_ZC,
SEN_DSK_000133,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0133,BLD01_F01,BLD01_F01_ZC,
SEN_DSK_000134,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0134,BLD01_F01,BLD01_F01_ZC,
SEN_DSK_000135,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0135,BLD01_F01,BLD01_F01_ZC,
SEN_DSK_000136,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0136,BLD01_F01,BLD01_F01_ZC,
SEN_DSK_000137,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0137,BLD01_F01,BLD01_F01_ZC,
SEN_DSK_000138,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0138,BLD01_F01,BLD01_F01_ZC,
SEN_DSK_000139,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0139,BLD01_F01,BLD01_F01_ZC,
SEN_DSK_000140,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0140,BLD01_F01,BLD01_F01_ZC,
SEN_DSK_000141,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0141,BLD01_F01,BLD01_F01_ZC,
SEN_DSK_000142,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0142,BLD01_F01,BLD01_F01_ZC,
SEN_DSK_000143,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0143,BLD01_F01,BLD01_F01_ZC,
SEN_DSK_000144,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0144,BLD01_F01,BLD01_F01_ZC,
SEN_DSK_000145,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0145,BLD01_F01,BLD01_F01_ZC,
SEN_DSK_000146,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0146,BLD01_F01,BLD01_F01_ZC,
SEN_DSK_000147,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0147,BLD01_F01,BLD01_F01_ZC,
SEN_DSK_000148,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0148,BLD01_F01,BLD01_F01_ZC,
SEN_DSK_000149,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0149,BLD01_F01,BLD01_F01_ZC,
SEN_DSK_000150,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0150,BLD01_F01,BLD01_F01_ZC,
SEN_DSK_000151,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0151,BLD01_F01,BLD01_F01_ZD,
SEN_DSK_000152,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0152,BLD01_F01,BLD01_F01_ZD,
SEN_DSK_000153,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0153,BLD01_F01,BLD01_F01_ZD,
SEN_DSK_000154,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0154,BLD01_F01,BLD01_F01_ZD,
SEN_DSK_000155,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0155,BLD01_F01,BLD01_F01_ZD,
SEN_DSK_000156,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0156,BLD01_F01,BLD01_F01_ZD,
SEN_DSK_000157,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0157,BLD01_F01,BLD01_F01_ZD,
SEN_DSK_000158,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0158,BLD01_F01,BLD01_F01_ZD,
SEN_DSK_000159,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0159,BLD01_F01,BLD01_F01_ZD,
SEN_DSK_000160,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0160,BLD01_F01,BLD01_F01_ZD,
SEN_DSK_000161,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0161,BLD01_F01,BLD01_F01_ZD,
SEN_DSK_000162,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0162,BLD01_F01,BLD01_F01_ZD,
SEN_DSK_000163,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0163,BLD01_F01,BLD01_F01_ZD,
SEN_DSK_000164,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0164,BLD01_F01,BLD01_F01_ZD,
SEN_DSK_000165,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0165,BLD01_F01,BLD01_F01_ZD,
SEN_DSK_000166,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0166,BLD01_F01,BLD01_F01_ZD,
SEN_DSK_000167,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0167,BLD01_F01,BLD01_F01_ZD,
SEN_DSK_000168,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0168,BLD01_F01,BLD01_F01_ZD,
SEN_DSK_000169,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0169,BLD01_F01,BLD01_F01_ZD,
SEN_DSK_000170,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0170,BLD01_F01,BLD01_F01_ZD,
SEN_DSK_000171,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0171,BLD01_F01,BLD01_F01_ZD,
SEN_DSK_000172,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0172,BLD01_F01,BLD01_F01_ZD,
SEN_DSK_000173,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0173,BLD01_F01,BLD01_F01_ZD,
SEN_DSK_000174,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0174,BLD01_F01,BLD01_F01_ZD,
SEN_DSK_000175,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0175,BLD01_F01,BLD01_F01_ZD,
SEN_DSK_000176,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0176,BLD01_F01,BLD01_F01_ZD,
SEN_DSK_000177,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0177,BLD01_F01,BLD01_F01_ZD,
SEN_DSK_000178,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0178,BLD01_F01,BLD01_F01_ZD,
SEN_DSK_000179,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0179,BLD01_F01,BLD01_F01_ZD,
SEN_DSK_000180,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0180,BLD01_F01,BLD01_F01_ZD,
SEN_DSK_000181,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0181,BLD01_F01,BLD01_F01_ZD,
SEN_DSK_000182,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0182,BLD01_F01,BLD01_F01_ZD,
SEN_DSK_000183,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0183,BLD01_F01,BLD01_F01_ZD,
SEN_DSK_000184,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0184,BLD01_F01,BLD01_F01_ZD,
SEN_DSK_000185,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0185,BLD01_F01,BLD01_F01_ZD,
SEN_DSK_000186,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0186,BLD01_F01,BLD01_F01_ZD,
SEN_DSK_000187,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0187,BLD01_F01,BLD01_F01_ZD,
SEN_DSK_000188,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0188,BLD01_F01,BLD01_F01_ZD,
SEN_DSK_000189,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0189,BLD01_F01,BLD01_F01_ZD,
SEN_DSK_000190,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0190,BLD01_F01,BLD01_F01_ZD,
SEN_DSK_000191,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0191,BLD01_F01,BLD01_F01_ZD,
SEN_DSK_000192,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0192,BLD01_F01,BLD01_F01_ZD,
SEN_DSK_000193,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0193,BLD01_F01,BLD01_F01_ZD,
SEN_DSK_000194,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0194,BLD01_F01,BLD01_F01_ZD,
SEN_DSK_000195,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0195,BLD01_F01,BLD01_F01_ZD,
SEN_DSK_000196,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0196,BLD01_F01,BLD01_F01_ZD,
SEN_DSK_000197,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0197,BLD01_F01,BLD01_F01_ZD,
SEN_DSK_000198,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0198,BLD01_F01,BLD01_F01_ZD,
SEN_DSK_000199,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0199,BLD01_F01,BLD01_F01_ZD,
SEN_DSK_000200,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F01_0200,BLD01_F01,BLD01_F01_ZD,
SEN_RM_000001,ROOM_COUNT,ROOM,ROOM_BLD01_F01_001,BLD01_F01,BLD01_F01_ZMTG,
SEN_RM_000002,ROOM_COUNT,ROOM,ROOM_BLD01_F01_002,BLD01_F01,BLD01_F01_ZMTG,
SEN_RM_000003,ROOM_COUNT,ROOM,ROOM_BLD01_F01_003,BLD01_F01,BLD01_F01_ZMTG,
SEN_RM_000004,ROOM_COUNT,ROOM,ROOM_BLD01_F01_004,BLD01_F01,BLD01_F01_ZMTG,
SEN_RM_000005,ROOM_COUNT,ROOM,ROOM_BLD01_F01_005,BLD01_F01,BLD01_F01_ZMTG,
